DATEMONTHINT,STATION,RIDERS_PER_WEEKDAY,,
201306,Medical Center,6658.8,,
201306,Metro Center,29469.8,,
201306,Minnesota Avenue,2948.1,,
201306,Morgan Blvd.,1975.7,,
201306,Mt. Vernon Square-UDC,4179,,
201306,Navy Yard-Ballpark,11085.6,,
201306,Naylor Road,3034,,
201306,New Carrollton,9633.4,,
201306,NoMa-Gallaudet U,8686.6,,
201306,Pentagon,16729.7,,
201306,Pentagon City,16096.8,,
201306,Potomac Avenue,3841.6,,
201306,Prince George's Plaza,5114.5,,
201306,Reagan Washington National Airport,6436.4,,
201306,Rhode Island Avenue,5716.9,,
201306,Rockville,5034.5,,
201306,Rosslyn,16556.4,,
201306,Shady Grove,14130.4,,
201306,Shaw-Howard University,4601.9,,
201306,Silver Spring,13362.7,,
201306,Smithsonian,13514.5,,
201306,Southern Avenue,5437.8,,
201306,Stadium-Armory,2723,,
201306,Suitland,5997.6,,
201306,Takoma,5833.7,,
201306,Tenleytown-AU,7260.8,,
201306,Twinbrook,4744.6,,
201306,U Street-Cardozo,7597.6,,
201306,Union Station,34443.1,,
201306,Van Dorn Street,3692.2,,
201306,Van Ness-UDC,6558,,
201306,Vienna,13839.1,,
201306,Virginia Square-GMU,4064.2,,
201306,Waterfront,4342.9,,
201306,West Falls Church,11009.4,,
201306,West Hyattsville,3864,,
201306,Wheaton,4164.6,,
201306,White Flint,4107.8,,
201306,Woodley Park-Zoo,8292.7,,
201307,Addison Road,3310.6,,
201307,Anacostia,6897.9,,
201307,Archives-Navy Memorial,10335.2,,
201307,Arlington Cemetery,2371.3,,
201307,Ballston,11911.8,,
201307,Benning Road,3033.7,,
201307,Bethesda,10741.6,,
201307,Braddock Road,4527.8,,
201307,Branch Avenue,6842.5,,
201307,Brookland,6180.5,,
201307,Capitol Heights,2025.8,,
201307,Capitol South,10417.5,,
201307,Cheverly,1617.4,,
201307,Clarendon,4880.8,,
201307,Cleveland Park,4639.8,,
201307,College Park-U of MD,5020.2,,
201307,Columbia Heights,12584.3,,
201307,Congress Heights,2748.3,,
201307,Court House,7785.9,,
201307,Crystal City,13096.5,,
201307,Deanwood,1744.2,,
201307,Dunn Loring,5195.5,,
201307,Dupont Circle,21814.5,,
201307,East Falls Church,4203.4,,
201307,Eastern Market,6324.4,,
201307,Eisenhower Avenue,2160.5,,
201307,Farragut North,25364,,
201307,Farragut West,23183.8,,
201307,Federal Center SW,6457,,
201307,Federal Triangle,10419.8,,
201307,Foggy Bottom,24132.2,,
201307,Forest Glen,2409.5,,
201307,Fort Totten,7587,,
201307,Franconia-Springfield,9059,,
201307,Friendship Heights,9560,,
201307,Gallery Place-Chinatown,27213,,
201307,Georgia Avenue-Petworth,5861.5,,
201307,Glenmont,6123,,
201307,Greenbelt,7133.1,,
201307,Grosvenor,5792.6,,
201307,Huntington,8748.5,,
201307,Judiciary Square,9364.8,,
201307,King St-Old Town,9729,,
201307,L'Enfant Plaza,22173.5,,
201307,Landover,2116,,
201307,Largo Town Center,5200.5,,
201307,McPherson Square,16731.7,,
201307,Medical Center,6488.2,,
201307,Metro Center,29173.7,,
201307,Minnesota Avenue,2975.4,,
201307,Morgan Blvd.,1987.7,,
201307,Mt. Vernon Square-UDC,5577.9,,
201307,Navy Yard-Ballpark,12426,,
201307,Naylor Road,2973.5,,
201307,New Carrollton,9605.6,,
201307,NoMa-Gallaudet U,8441.8,,
201307,Pentagon,16002,,
201307,Pentagon City,16441.1,,
201307,Potomac Avenue,3726.3,,
201307,Prince George's Plaza,5087.9,,
201307,Reagan Washington National Airport,6443.9,,
201307,Rhode Island Avenue,5692.4,,
201307,Rockville,4926.2,,
201307,Rosslyn,16437.6,,
201307,Shady Grove,13983.5,,
201307,Shaw-Howard University,4823.2,,
201307,Silver Spring,13007.3,,
201307,Smithsonian,15050.5,,
201307,Southern Avenue,5345,,
201307,Stadium-Armory,2947.5,,
201307,Suitland,5905.1,,
201307,Takoma,5592.5,,
201307,Tenleytown-AU,6707.7,,
201307,Twinbrook,4555.1,,
201307,U Street-Cardozo,7499.7,,
201307,Union Station,33829.7,,
201307,Van Dorn Street,3643.1,,
201307,Van Ness-UDC,6435.4,,
201307,Vienna,13743,,
201307,Virginia Square-GMU,3910.9,,
201307,Waterfront,4346.1,,
201307,West Falls Church,10679.4,,
201307,West Hyattsville,3846.3,,
201307,Wheaton,4044,,
201307,White Flint,3903.1,,
201307,Woodley Park-Zoo,8719.8,,
201308,Addison Road,3369.5,,
201308,Anacostia,6833.3,,
201308,Archives-Navy Memorial,9400.2,,
201308,Arlington Cemetery,1640,,
201308,Ballston,11329,,
201308,Benning Road,2943.7,,
201308,Bethesda,9997.5,,
201308,Braddock Road,4330.3,,
201308,Branch Avenue,6578.3,,
201308,Brookland,5914.4,,
201308,Capitol Heights,1971,,
201308,Capitol South,7358.4,,
201308,Cheverly,1536,,
201308,Clarendon,4694.7,,
201308,Cleveland Park,4456.3,,
201308,College Park-U of MD,4345.2,,
201308,Columbia Heights,12238.1,,
201308,Congress Heights,2731.4,,
201308,Court House,7469.6,,
201308,Crystal City,11817.9,,
201308,Deanwood,1623.6,,
201308,Dunn Loring,4985.4,,
201308,Dupont Circle,20426.6,,
201308,East Falls Church,4040.6,,
201308,Eastern Market,5916.6,,
201308,Eisenhower Avenue,1841.8,,
201308,Farragut North,23783.3,,
201308,Farragut West,22153,,
201308,Federal Center SW,5525.8,,
201308,Federal Triangle,9074.4,,
201308,Foggy Bottom,21483.5,,
201308,Forest Glen,2286.6,,
201308,Fort Totten,7516.1,,
201308,Franconia-Springfield,8471.6,,
201308,Friendship Heights,8990.3,,
201308,Gallery Place-Chinatown,24747.8,,
201308,Georgia Avenue-Petworth,5736.1,,
201308,Glenmont,5841.4,,
201308,Greenbelt,6657.8,,
201308,Grosvenor,5471.4,,
201308,Huntington,8294.8,,
201308,Judiciary Square,8513.4,,
201308,King St-Old Town,8873,,
201308,L'Enfant Plaza,20422.5,,
201308,Landover,2092.5,,
201308,Largo Town Center,5009,,
201308,McPherson Square,15487.5,,
201308,Medical Center,6013.7,,
201308,Metro Center,26540.5,,
201308,Minnesota Avenue,2783.5,,
201308,Morgan Blvd.,2217.5,,
201308,Mt. Vernon Square-UDC,3859.3,,
201308,Navy Yard-Ballpark,11153.6,,
201308,Naylor Road,3002.9,,
201308,New Carrollton,9238.2,,
201308,NoMa-Gallaudet U,7908.4,,
201308,Pentagon,15664.6,,
201308,Pentagon City,15478.4,,
201308,Potomac Avenue,3576.5,,
201308,Prince George's Plaza,5137.8,,
201308,Reagan Washington National Airport,6307,,
201308,Rhode Island Avenue,5507.8,,
201308,Rockville,4789.6,,
201308,Rosslyn,15354.5,,
201308,Shady Grove,13305.6,,
201308,Shaw-Howard University,4650.8,,
201308,Silver Spring,12668.3,,
201308,Smithsonian,12196.3,,
201308,Southern Avenue,5296.9,,
201308,Stadium-Armory,2524.7,,
201308,Suitland,5834.4,,
201308,Takoma,5293.1,,
201308,Tenleytown-AU,6462.1,,
201308,Twinbrook,4379.1,,
201308,U Street-Cardozo,7214.5,,
201308,Union Station,30975.6,,
201308,Van Dorn Street,3486.2,,
201308,Van Ness-UDC,6285.8,,
201308,Vienna,12892.6,,
201308,Virginia Square-GMU,3718.5,,
201308,Waterfront,4034.5,,
201308,West Falls Church,10107,,
201308,West Hyattsville,3867.9,,
201308,Wheaton,4075.3,,
201308,White Flint,3735.9,,
201308,Woodley Park-Zoo,7772.5,,
201309,Addison Road,3461.3,,
201309,Anacostia,7365.3,,
201309,Archives-Navy Memorial,8847.6,,
201309,Arlington Cemetery,1068.3,,
201309,Ballston,11792.5,,
201309,Benning Road,3168.9,,
201309,Bethesda,10448.5,,
201309,Braddock Road,4506.8,,
201309,Branch Avenue,6654.1,,
201309,Brookland,7307.5,,
201309,Capitol Heights,2085.5,,
201309,Capitol South,7803.1,,
201309,Cheverly,1570.9,,
201309,Clarendon,4659.3,,
201309,Cleveland Park,4527,,
201309,College Park-U of MD,4722.5,,
201309,Columbia Heights,12552.3,,
201309,Congress Heights,2941.7,,
201309,Court House,7672,,
201309,Crystal City,12101,,
201309,Deanwood,1692.5,,
201309,Dunn Loring,5178.8,,
201309,Dupont Circle,20823,,
201309,East Falls Church,4114.6,,
201309,Eastern Market,5894.4,,
201309,Eisenhower Avenue,1835.3,,
201309,Farragut North,25314.7,,
201309,Farragut West,22954.1,,
201309,Federal Center SW,5675.8,,
201309,Federal Triangle,8565.9,,
201309,Foggy Bottom,22385.6,,
201309,Forest Glen,2405.5,,
201309,Fort Totten,8046.2,,
201309,Franconia-Springfield,8205.4,,
201309,Friendship Heights,9433.8,,
201309,Gallery Place-Chinatown,24194.8,,
201309,Georgia Avenue-Petworth,6058.6,,
201309,Glenmont,6137.3,,
201309,Greenbelt,6589.3,,
201309,Grosvenor,5722.1,,
201309,Huntington,8352.5,,
201309,Judiciary Square,9151.2,,
201309,King St-Old Town,8970.1,,
201309,L'Enfant Plaza,19817,,
201309,Landover,2154.4,,
201309,Largo Town Center,5052.5,,
201309,McPherson Square,15977.2,,
201309,Medical Center,6243,,
201309,Metro Center,26918.7,,
201309,Minnesota Avenue,3031.7,,
201309,Morgan Blvd.,2403.5,,
201309,Mt. Vernon Square-UDC,4111.4,,
201309,Navy Yard-Ballpark,8901.3,,
201309,Naylor Road,3117,,
201309,New Carrollton,9449.5,,
201309,NoMa-Gallaudet U,8353.4,,
201309,Pentagon,16387,,
201309,Pentagon City,15069.3,,
201309,Potomac Avenue,3777.3,,
201309,Prince George's Plaza,5188.2,,
201309,Reagan Washington National Airport,6018.2,,
201309,Rhode Island Avenue,5937.1,,
201309,Rockville,5038.3,,
201309,Rosslyn,15780.9,,
201309,Shady Grove,13554.1,,
201309,Shaw-Howard University,5394.7,,
201309,Silver Spring,13064.7,,
201309,Smithsonian,8873.9,,
201309,Southern Avenue,5538.9,,
201309,Stadium-Armory,2865.8,,
201309,Suitland,6010.4,,
201309,Takoma,5804.1,,
201309,Tenleytown-AU,7911.7,,
201309,Twinbrook,4550.7,,
201309,Tysons Corner,2,,
201309,U Street-Cardozo,7448.8,,
201309,Union Station,33032,,
201309,Van Dorn Street,3459.3,,
201309,Van Ness-UDC,7021.9,,
201309,Vienna,13396.1,,
201309,Virginia Square-GMU,3912.6,,
201309,Waterfront,4130.3,,
201309,West Falls Church,10463.9,,
201309,West Hyattsville,3933.3,,
201309,Wheaton,4044,,
201309,White Flint,3986.3,,
201309,Woodley Park-Zoo,6924.2,,
201310,Addison Road,3146.3,,
201310,Anacostia,7047.9,,
201310,Archives-Navy Memorial,7447.7,,
201310,Arlington Cemetery,977.4,,
201310,Ballston,11078,,
201310,Benning Road,3044,,
201310,Bethesda,10223.7,,
201310,Braddock Road,4289.1,,
201310,Branch Avenue,5803.4,,
201310,Brookland,7188.4,,
201310,Capitol Heights,1960.7,,
201310,Capitol South,6569.2,,
201310,Cheverly,1437,,
201310,Clarendon,4465.4,,
201310,Cleveland Park,4381.6,,
201310,College Park-U of MD,4350,,
201310,Columbia Heights,12472.5,,
201310,Congress Heights,2813.3,,
201310,Court House,7554,,
201310,Crystal City,11622.8,,
201310,Deanwood,1614.8,,
201310,Dunn Loring,4906.4,,
201310,Dupont Circle,21122.5,,
201310,East Falls Church,3762.9,,
201310,Eastern Market,5895,,
201310,Eisenhower Avenue,1775.3,,
201310,Farragut North,24942.6,,
201310,Farragut West,22146.8,,
201310,Federal Center SW,4155.8,,
201310,Federal Triangle,6343.8,,
201310,Foggy Bottom,22076,,
201310,Forest Glen,2252.8,,
201310,Fort Totten,7683.8,,
201310,Franconia-Springfield,7543.7,,
201310,Friendship Heights,9306.8,,
201310,Gallery Place-Chinatown,23982,,
201310,Georgia Avenue-Petworth,5939.5,,
201310,Glenmont,5688.5,,
201310,Greenbelt,5832.4,,
201310,Grosvenor,5378.8,,
201310,Huntington,7800.7,,
201310,Judiciary Square,7808,,
201310,King St-Old Town,8685.8,,
201310,L'Enfant Plaza,15537.7,,
201310,Landover,1923.9,,
201310,Largo Town Center,4459.1,,
201310,McLean,15.7,,
201310,McPherson Square,14963.6,,
201310,Medical Center,5171.9,,
201310,Metro Center,25699,,
201310,Minnesota Avenue,2869.9,,
201310,Morgan Blvd.,1831.4,,
201310,Mt. Vernon Square-UDC,4636.8,,
201310,Navy Yard-Ballpark,5841.2,,
201310,Naylor Road,2917.5,,
201310,New Carrollton,8315.2,,
201310,NoMa-Gallaudet U,7764.7,,
201310,Pentagon,15306.7,,
201310,Pentagon City,14247.5,,
201310,Potomac Avenue,3674.8,,
201310,Prince George's Plaza,4941.9,,
201310,Reagan Washington National Airport,5780.4,,
201310,Rhode Island Avenue,5686.8,,
201310,Rockville,4748.3,,
201310,Rosslyn,15482.1,,
201310,Shady Grove,12368.5,,
201310,Shaw-Howard University,5335.7,,
201310,Silver Spring,12268,,
201310,Smithsonian,6251.5,,
201310,Southern Avenue,5099,,
201310,Stadium-Armory,3431,,
201310,Suitland,5332.9,,
201310,Takoma,5511.1,,
201310,Tenleytown-AU,7623.8,,
201310,Twinbrook,4144.4,,
201310,U Street-Cardozo,7442.4,,
201310,Union Station,30590.3,,
201310,Van Dorn Street,3205.5,,
201310,Van Ness-UDC,7005.3,,
201310,Vienna,12143.7,,
201310,Virginia Square-GMU,3759.8,,
201310,Waterfront,3899.4,,
201310,West Falls Church,9657,,
201310,West Hyattsville,3787.8,,
201310,Wheaton,3946.1,,
201310,White Flint,3603.9,,
201310,Wiehle,12.8,,
201310,Woodley Park-Zoo,6563.5,,
201311,Addison Road,3235.1,,
201311,Anacostia,7106.6,,
201311,Archives-Navy Memorial,8442.9,,
201311,Arlington Cemetery,698.3,,
201311,Ballston,11267.5,,
201311,Benning Road,3048.6,,
201311,Bethesda,10235.6,,
201311,Braddock Road,4281.7,,
201311,Branch Avenue,6226.1,,
201311,Brookland,6828.9,,
201311,Capitol Heights,2026.9,,
201311,Capitol South,7432.5,,
201311,Cheverly,1440.1,,
201311,Clarendon,4446.7,,
201311,Cleveland Park,4314.5,,
201311,College Park-U of MD,4545.8,,
201311,Columbia Heights,12509.8,,
201311,Congress Heights,2771.5,,
201311,Court House,7402.7,,
201311,Crystal City,11447.9,,
201311,Deanwood,1624.1,,
201311,Dunn Loring,5016.3,,
201311,Dupont Circle,20124.3,,
201311,East Falls Church,3835.8,,
201311,Eastern Market,5638,,
201311,Eisenhower Avenue,1710.7,,
201311,Farragut North,24037.7,,
201311,Farragut West,22000.8,,
201311,Federal Center SW,5240,,
201311,Federal Triangle,8242,,
201311,Foggy Bottom,21179.3,,
201311,Forest Glen,2319.3,,
201311,Fort Totten,7500.5,,
201311,Franconia-Springfield,7767.6,,
201311,Friendship Heights,9330.5,,
201311,Gallery Place-Chinatown,26644.3,,
201311,Georgia Avenue-Petworth,6021.2,,
201311,Glenmont,5993.1,,
201311,Greenbelt,6199.4,,
201311,Greensboro,12.7,,
201311,Grosvenor,5636.3,,
201311,Huntington,7885.4,,
201311,Judiciary Square,8819.4,,
201311,King St-Old Town,8247.2,,
201311,L'Enfant Plaza,18461.5,,
201311,Landover,1997.9,,
201311,Largo Town Center,4646.9,,
201311,McPherson Square,15270.8,,
201311,Medical Center,6014.7,,
201311,Metro Center,26524.6,,
201311,Minnesota Avenue,2854.8,,
201311,Morgan Blvd.,2185.5,,
201311,Mt. Vernon Square-UDC,4006.8,,
201311,Navy Yard-Ballpark,6065.7,,
201311,Naylor Road,2964.1,,
201311,New Carrollton,8822.4,,
201311,NoMa-Gallaudet U,7995.2,,
201311,Pentagon,15385.6,,
201311,Pentagon City,14868.4,,
201311,Potomac Avenue,3665.7,,
201311,Prince George's Plaza,4995.9,,
201311,Reagan Washington National Airport,5733.2,,
201311,Rhode Island Avenue,5620.3,,
201311,Rockville,4673.2,,
201311,Rosslyn,15155.2,,
201311,Shady Grove,12738.8,,
201311,Shaw-Howard University,5105.4,,
201311,Silver Spring,12355.8,,
201311,Smithsonian,8385.9,,
201311,Southern Avenue,5193.3,,
201311,Spring Hill,10,,
201311,Stadium-Armory,2746.5,,
201311,Suitland,5636.1,,
201311,Takoma,5312.3,,
201311,Tenleytown-AU,7499.1,,
201311,Twinbrook,4306,,
201311,Tysons Corner,5,,
201311,U Street-Cardozo,7178.2,,
201311,Union Station,31229.8,,
201311,Van Dorn Street,3165.1,,
201311,Van Ness-UDC,6631.5,,
201311,Vienna,12418.4,,
201311,Virginia Square-GMU,3670.2,,
201311,Waterfront,3740.9,,
201311,West Falls Church,9819.1,,
201311,West Hyattsville,3757.5,,
201311,Wheaton,4000.4,,
201311,White Flint,3736.1,,
201311,Wiehle,5.6,,
201311,Woodley Park-Zoo,6710.3,,
201312,Addison Road,2969.8,,
201312,Anacostia,6567.8,,
201312,Archives-Navy Memorial,7533.9,,
201312,Arlington Cemetery,524.7,,
201312,Ballston,9762.5,,
201312,Benning Road,2813.9,,
201312,Bethesda,9101.8,,
201312,Braddock Road,3750.1,,
201312,Branch Avenue,5533.6,,
201312,Brookland,5408,,
201312,Capitol Heights,1842,,
201312,Capitol South,5953.9,,
201312,Cheverly,1264.2,,
201312,Clarendon,4002.5,,
201312,Cleveland Park,3974.6,,
201312,College Park-U of MD,3532.9,,
201312,Columbia Heights,11446.7,,
201312,Congress Heights,2552.3,,
201312,Court House,6401.8,,
201312,Crystal City,9738,,
201312,Deanwood,1475.1,,
201312,Dunn Loring,4372,,
201312,Dupont Circle,17285.4,,
201312,East Falls Church,3411.6,,
201312,Eastern Market,5156.8,,
201312,Eisenhower Avenue,1527.8,,
201312,Farragut North,20773.3,,
201312,Farragut West,18917.1,,
201312,Federal Center SW,4504.2,,
201312,Federal Triangle,7215.9,,
201312,Foggy Bottom,17472.8,,
201312,Forest Glen,2079.6,,
201312,Fort Totten,6807,,
201312,Franconia-Springfield,7033.6,,
201312,Friendship Heights,8693.9,,
201312,Gallery Place-Chinatown,23787.6,,
201312,Georgia Avenue-Petworth,5565.8,,
201312,Glenmont,5407.6,,
201312,Greenbelt,5630,,
201312,Grosvenor,4984.2,,
201312,Huntington,6985.7,,
201312,Judiciary Square,7536.4,,
201312,King St-Old Town,7246.2,,
201312,L'Enfant Plaza,16033.4,,
201312,Landover,1841.8,,
201312,Largo Town Center,4146.3,,
201312,McLean,2.5,,
201312,McPherson Square,13377,,
201312,Medical Center,5129.1,,
201312,Metro Center,24336.9,,
201312,Minnesota Avenue,2650.9,,
201312,Morgan Blvd.,1710.5,,
201312,Mt. Vernon Square-UDC,3366.4,,
201312,Navy Yard-Ballpark,5322.8,,
201312,Naylor Road,2721.7,,
201312,New Carrollton,7792.5,,
201312,NoMa-Gallaudet U,6833.6,,
201312,Pentagon,13541.7,,
201312,Pentagon City,14072.9,,
201312,Potomac Avenue,3300.6,,
201312,Prince George's Plaza,4570.7,,
201312,Reagan Washington National Airport,5562.6,,
201312,Rhode Island Avenue,5128,,
201312,Rockville,4101.2,,
201312,Rosslyn,12406.2,,
201312,Shady Grove,11411.3,,
201312,Shaw-Howard University,4187.7,,
201312,Silver Spring,10835.5,,
201312,Smithsonian,7409.9,,
201312,Southern Avenue,4713.5,,
201312,Stadium-Armory,2425,,
201312,Suitland,5145.7,,
201312,Takoma,4701.8,,
201312,Tenleytown-AU,5669.5,,
201312,Twinbrook,3901.9,,
201312,Tysons Corner,18.7,,
201312,U Street-Cardozo,6349.1,,
201312,Union Station,27276.3,,
201312,Van Dorn Street,2814,,
201312,Van Ness-UDC,5528,,
201312,Vienna,10903.3,,
201312,Virginia Square-GMU,3089.3,,
201312,Waterfront,3503.2,,
201312,West Falls Church,8579,,
201312,West Hyattsville,3505.2,,
201312,Wheaton,3760,,
201312,White Flint,3319.9,,
201312,Wiehle,3.9,,
201312,Woodley Park-Zoo,5750.1,,
201401,Addison Road,2763.5,,
201401,Anacostia,6517.2,,
201401,Archives-Navy Memorial,7625.9,,
201401,Arlington Cemetery,321.3,,
201401,Ballston,10629,,
201401,Benning Road,2787.1,,
201401,Bethesda,9587.5,,
201401,Braddock Road,4014.8,,
201401,Branch Avenue,5529.2,,
201401,Brookland,6241.5,,
201401,Capitol Heights,1836,,
201401,Capitol South,6968.7,,
201401,Cheverly,1305.5,,
201401,Clarendon,4253.4,,
201401,Cleveland Park,4195,,
201401,College Park-U of MD,3566.7,,
201401,Columbia Heights,11634.1,,
201401,Congress Heights,2494.6,,
201401,Court House,7148.2,,
201401,Crystal City,10697.2,,
201401,Deanwood,1447.9,,
201401,Dunn Loring,4538.9,,
201401,Dupont Circle,18699.6,,
201401,East Falls Church,3507.3,,
201401,Eastern Market,5511.2,,
201401,Eisenhower Avenue,1550.5,,
201401,Farragut North,23499,,
201401,Farragut West,20834,,
201401,Federal Center SW,4923.9,,
201401,Federal Triangle,7517.6,,
201401,Foggy Bottom,19443.3,,
201401,Forest Glen,2191.7,,
201401,Fort Totten,6772.1,,
201401,Franconia-Springfield,6983.2,,
201401,Friendship Heights,8684,,
201401,Gallery Place-Chinatown,24094.6,,
201401,Georgia Avenue-Petworth,5727.5,,
201401,Glenmont,5508.9,,
201401,Greenbelt,5479.7,,
201401,Greensboro,0,,
201401,Grosvenor,5138.2,,
201401,Huntington,7173.2,,
201401,Judiciary Square,8376.4,,
201401,King St-Old Town,7168.6,,
201401,L'Enfant Plaza,17305.1,,
201401,Landover,1833.6,,
201401,Largo Town Center,4237.6,,
201401,McLean,1.5,,
201401,McPherson Square,14801.6,,
201401,Medical Center,5612.3,,
201401,Metro Center,24267.8,,
201401,Minnesota Avenue,2552.5,,
201401,Morgan Blvd.,1721,,
201401,Mt. Vernon Square-UDC,4082.7,,
201401,Navy Yard-Ballpark,5638.9,,
201401,Naylor Road,2654.2,,
201401,New Carrollton,7849.4,,
201401,NoMa-Gallaudet U,7249.4,,
201401,Pentagon,14628.4,,
201401,Pentagon City,13073.9,,
201401,Potomac Avenue,3450.8,,
201401,Prince George's Plaza,4277,,
201401,Reagan Washington National Airport,4698.4,,
201401,Rhode Island Avenue,5058.1,,
201401,Rockville,4130,,
201401,Rosslyn,13688.6,,
201401,Shady Grove,11609,,
201401,Shaw-Howard University,4635.2,,
201401,Silver Spring,11205.3,,
201401,Smithsonian,7036.2,,
201401,Southern Avenue,4568,,
201401,Stadium-Armory,2686.4,,
201401,Suitland,5081.5,,
201401,Takoma,5040.5,,
201401,Tenleytown-AU,6331.5,,
201401,Twinbrook,3890.9,,
201401,Tysons Corner,1,,
201401,U Street-Cardozo,6625,,
201401,Union Station,29303.7,,
201401,Van Dorn Street,2871.7,,
201401,Van Ness-UDC,6197.8,,
201401,Vienna,11186.4,,
201401,Virginia Square-GMU,3453.5,,
201401,Waterfront,3541.9,,
201401,West Falls Church,9084.9,,
201401,West Hyattsville,3385.6,,
201401,Wheaton,3561.4,,
201401,White Flint,3344.7,,
201401,Woodley Park-Zoo,6050.8,,
201402,Addison Road,3000.2,,
201402,Anacostia,6997.9,,
201402,Archives-Navy Memorial,7750.6,,
201402,Arlington Cemetery,336.9,,
201402,Ballston,11014.1,,
201402,Benning Road,3008.1,,
201402,Bethesda,9758.8,,
201402,Braddock Road,4118.9,,
201402,Branch Avenue,5633.6,,
201402,Brookland,6543.1,,
201402,Capitol Heights,1940.4,,
201402,Capitol South,7378.5,,
201402,Cheverly,1348.8,,
201402,Clarendon,4305.7,,
201402,Cleveland Park,4230.6,,
201402,College Park-U of MD,4203.2,,
201402,Columbia Heights,12197.7,,
201402,Congress Heights,2747.8,,
201402,Court House,7256.2,,
201402,Crystal City,11133.3,,
201402,Deanwood,1554.1,,
201402,Dunn Loring,4715.2,,
201402,Dupont Circle,19003.8,,
201402,East Falls Church,3572.2,,
201402,Eastern Market,5593.3,,
201402,Eisenhower Avenue,1559.5,,
201402,Farragut North,23972.3,,
201402,Farragut West,21436.3,,
201402,Federal Center SW,4997.7,,
201402,Federal Triangle,7668.7,,
201402,Foggy Bottom,20718.1,,
201402,Forest Glen,2200.1,,
201402,Fort Totten,6633.2,,
201402,Franconia-Springfield,7047.1,,
201402,Friendship Heights,8728.5,,
201402,Gallery Place-Chinatown,24236.9,,
201402,Georgia Avenue-Petworth,6123.8,,
201402,Glenmont,5589.1,,
201402,Greenbelt,5441.5,,
201402,Grosvenor,5206.2,,
201402,Huntington,7353.9,,
201402,Judiciary Square,8590.3,,
201402,King St-Old Town,7489.3,,
201402,L'Enfant Plaza,17448.6,,
201402,Landover,1898.2,,
201402,Largo Town Center,4419.8,,
201402,McLean,0,,
201402,McPherson Square,15063.7,,
201402,Medical Center,5693.7,,
201402,Metro Center,24922.7,,
201402,Minnesota Avenue,2842.9,,
201402,Morgan Blvd.,1798.7,,
201402,Mt. Vernon Square-UDC,3906.5,,
201402,Navy Yard-Ballpark,5826.9,,
201402,Naylor Road,2789.3,,
201402,New Carrollton,8058.8,,
201402,NoMa-Gallaudet U,7818.8,,
201402,Pentagon,14892.7,,
201402,Pentagon City,13521.7,,
201402,Potomac Avenue,3628.9,,
201402,Prince George's Plaza,4607.1,,
201402,Reagan Washington National Airport,5030.6,,
201402,Rhode Island Avenue,5492.5,,
201402,Rockville,4230.5,,
201402,Rosslyn,14347.9,,
201402,Shady Grove,11584.2,,
201402,Shaw-Howard University,5046.6,,
201402,Silver Spring,11438.9,,
201402,Smithsonian,7002.9,,
201402,Southern Avenue,4816.1,,
201402,Stadium-Armory,2869.9,,
201402,Suitland,5234.5,,
201402,Takoma,5207.7,,
201402,Tenleytown-AU,6834,,
201402,Twinbrook,3999.6,,
201402,U Street-Cardozo,7008.7,,
201402,Union Station,29949.7,,
201402,Van Dorn Street,2943.2,,
201402,Van Ness-UDC,6482.5,,
201402,Vienna,11111.2,,
201402,Virginia Square-GMU,3563.1,,
201402,Waterfront,3810.6,,
201402,West Falls Church,9308.8,,
201402,West Hyattsville,3529,,
201402,Wheaton,3712.8,,
201402,White Flint,3470.4,,
201402,Wiehle,4,,
201402,Woodley Park-Zoo,6225.4,,
201403,Addison Road,2984.4,,
201403,Anacostia,6841.8,,
201403,Archives-Navy Memorial,8237.3,,
201403,Arlington Cemetery,1187.8,,
201403,Ballston,11047,,
201403,Benning Road,3021.7,,
201403,Bethesda,10028.4,,
201403,Braddock Road,4232.5,,
201403,Branch Avenue,5847,,
201403,Brookland,6446.8,,
201403,Capitol Heights,1960.1,,
201403,Capitol South,8238.7,,
201403,Cheverly,1334.4,,
201403,Clarendon,4384.2,,
201403,Cleveland Park,4256,,
201403,College Park-U of MD,4103,,
201403,Columbia Heights,12363.3,,
201403,Congress Heights,2722,,
201403,Court House,7313.9,,
201403,Crystal City,11699.2,,
201403,Deanwood,1538.7,,
201403,Dunn Loring,4856.3,,
201403,Dupont Circle,19734.5,,
201403,East Falls Church,3660.9,,
201403,Eastern Market,5775.8,,
201403,Eisenhower Avenue,1759.9,,
201403,Farragut North,23706.4,,
201403,Farragut West,20771.7,,
201403,Federal Center SW,5120.7,,
201403,Federal Triangle,8237,,
201403,Foggy Bottom,21172.6,,
201403,Forest Glen,2247,,
201403,Fort Totten,7102.4,,
201403,Franconia-Springfield,7298.7,,
201403,Friendship Heights,8858.2,,
201403,Gallery Place-Chinatown,25836.3,,
201403,Georgia Avenue-Petworth,6151.3,,
201403,Glenmont,5697.7,,
201403,Greenbelt,5814.4,,
201403,Greensboro,0,,
201403,Grosvenor,5263.7,,
201403,Huntington,7629.6,,
201403,Judiciary Square,8545.7,,
201403,King St-Old Town,8244.5,,
201403,L'Enfant Plaza,18408.2,,
201403,Landover,1905.3,,
201403,Largo Town Center,4416,,
201403,McPherson Square,15256,,
201403,Medical Center,5613.9,,
201403,Metro Center,25991,,
201403,Minnesota Avenue,2845.2,,
201403,Morgan Blvd.,1821.5,,
201403,Mt. Vernon Square-UDC,4229.2,,
